frame,source_track,target_track,ttc_std,ttc_mod,pair_risk_mod,pair_risk_std,is_critical_0.3,is_critical_0.5,is_critical_0.7
1259,269,276,10,2,0.513417119,0.035673993,1,1,0
1259,276,230,10,2,0.513417119,0.035673993,1,1,0
1259,276,248,10,2,0.513417119,0.035673993,1,1,0
1259,276,257,10,2.223986387,0.417217946,0.035673993,1,0,0
1259,276,259,10,3.360965014,0.310414723,0.035673993,1,0,0
1259,276,261,10,3.030444384,0.350847183,0.035673993,1,0,0
1259,276,268,10,2.262101889,0.445305546,0.035673993,1,0,0
1259,276,269,10,2,0.513417119,0.035673993,1,1,0
1259,276,277,10,2,0.513417119,0.035673993,1,1,0
1259,277,268,10,6.793242931,0.100540709,0.035673993,0,0,0
1259,277,276,10,2,0.513417119,0.035673993,1,1,0
1260,187,278,10,2,0.513417119,0.035673993,1,1,0
1260,187,241,10,7.504624367,0.081496634,0.035673993,0,0,0
1260,187,259,10,5.670144081,0.147333407,0.035673993,0,0,0
1260,187,276,10,4.028456688,0.230488623,0.035673993,0,0,0
1260,187,268,10,7.450234413,0.080298466,0.035673993,0,0,0
1260,230,278,10,2,0.513417119,0.035673993,1,1,0
1260,230,241,10,2,0.513417119,0.035673993,1,1,0
1260,230,259,10,2,0.513417119,0.035673993,1,1,0
1260,230,276,10,2,0.513417119,0.035673993,1,1,0
1260,230,268,10,2,0.513417119,0.035673993,1,1,0
1260,241,278,10,2,0.931399893,0.700940123,1,1,1
1260,241,230,10,2,0.513417119,0.035673993,1,1,0
1260,241,187,10,7.504624367,0.081496634,0.035673993,0,0,0
1260,241,257,10,4.668386459,0.163229218,0.035673993,0,0,0
1260,241,259,10,6.190531254,0.139582624,0.035673993,0,0,0
1260,241,261,10,5.819643974,0.142595918,0.035673993,0,0,0
1260,248,278,10,2,0.513417119,0.035673993,1,1,0
1260,248,259,10,2,0.513417119,0.035673993,1,1,0
1260,248,276,10,2,0.513417119,0.035673993,1,1,0
1260,248,268,10,2,0.513417119,0.035673993,1,1,0
1260,257,278,10,2,0.513417119,0.035673993,1,1,0
1260,257,241,10,4.668386459,0.163229218,0.035673993,0,0,0
1260,257,259,10,3.07223177,0.291832483,0.035673993,0,0,0
1260,257,276,10,2.622439623,0.350242619,0.035673993,1,0,0
1260,257,268,10,3.463976622,0.24057391,0.035673993,0,0,0
1260,259,278,10,2,0.513417119,0.035673993,1,1,0
1260,259,230,10,2,0.513417119,0.035673993,1,1,0
1260,259,241,10,6.190531254,0.139582624,0.035673993,0,0,0
1260,259,187,10,5.670144081,0.147333407,0.035673993,0,0,0
1260,259,257,10,3.07223177,0.291832483,0.035673993,0,0,0
1260,259,248,10,2,0.513417119,0.035673993,1,1,0
1260,259,261,10,2,0.513417119,0.035673993,1,1,0
1260,259,269,1.192765594,0.668573916,0.872444549,0.762127365,1,1,1
1260,259,276,10,3.509538174,0.286397755,0.035673993,0,0,0
1260,259,268,10,4.441241264,0.266965428,0.035673993,0,0,0
1260,261,278,10,2,0.513417119,0.035673993,1,1,0
1260,261,241,10,5.819643974,0.142595918,0.035673993,0,0,0
1260,261,259,10,2,0.513417119,0.035673993,1,1,0
1260,261,276,10,3.142213583,0.329812884,0.035673993,1,0,0
1260,261,268,10,3.558416843,0.406050356,0.035673993,1,0,0
1260,268,278,10,2,0.513417119,0.035673993,1,1,0
1260,268,230,10,2,0.513417119,0.035673993,1,1,0
1260,268,187,10,7.450234413,0.080298466,0.035673993,0,0,0
1260,268,257,10,3.463976622,0.24057391,0.035673993,0,0,0
1260,268,248,10,2,0.513417119,0.035673993,1,1,0
1260,268,259,10,4.441241264,0.266965428,0.035673993,0,0,0
1260,268,261,10,3.558416843,0.406050356,0.035673993,1,0,0
1260,268,269,10,4.313868046,0.309105836,0.035673993,1,0,0
1260,268,276,10,2.426983833,0.408892041,0.035673993,1,0,0
1260,268,277,10,6.891577721,0.097631857,0.035673993,0,0,0
1260,269,278,10,2,0.513417119,0.035673993,1,1,0
1260,269,259,1.192765594,0.668573916,0.872444549,0.762127365,1,1,1
1260,269,276,10,2,0.483976938,0.035673993,1,0,0
1260,269,268,10,4.313868046,0.309105836,0.035673993,1,0,0
1260,276,278,10,2,0.035673993,0.035673993,0,0,0
1260,276,230,10,2,0.513417119,0.035673993,1,1,0
1260,276,187,10,4.028456688,0.230488623,0.035673993,0,0,0
1260,276,257,10,2.622439623,0.350242619,0.035673993,1,0,0
1260,276,248,10,2,0.513417119,0.035673993,1,1,0
1260,276,259,10,3.509538174,0.286397755,0.035673993,0,0,0
1260,276,261,10,3.142213583,0.329812884,0.035673993,1,0,0
1260,276,269,10,2,0.483976938,0.035673993,1,0,0
1260,276,277,10,2,0.513417119,0.035673993,1,1,0
1260,276,268,10,2.426983833,0.408892041,0.035673993,1,0,0
1260,277,276,10,2,0.513417119,0.035673993,1,1,0
1260,277,268,10,6.891577721,0.097631857,0.035673993,0,0,0
1260,278,230,10,2,0.513417119,0.035673993,1,1,0
1260,278,241,10,2,0.931399893,0.700940123,1,1,1
1260,278,187,10,2,0.513417119,0.035673993,1,1,0
1260,278,257,10,2,0.513417119,0.035673993,1,1,0
1260,278,248,10,2,0.513417119,0.035673993,1,1,0
1260,278,259,10,2,0.513417119,0.035673993,1,1,0
1260,278,261,10,2,0.513417119,0.035673993,1,1,0
1260,278,269,10,2,0.513417119,0.035673993,1,1,0
1260,278,276,10,2,0.035673993,0.035673993,0,0,0
1260,278,268,10,2,0.513417119,0.035673993,1,1,0
1261,187,278,10,2,0.513417119,0.035673993,1,1,0
1261,187,241,10,7.521580696,0.081040023,0.035673993,0,0,0
1261,187,268,10,7.56601429,0.07766907,0.035673993,0,0,0
1261,187,259,10,5.745171547,0.130811987,0.035673993,0,0,0
1261,187,276,10,4.402661324,0.196223287,0.035673993,0,0,0
1261,230,278,10,2,0.513417119,0.035673993,1,1,0
1261,230,241,10,2,0.035673993,0.035673993,0,0,0
1261,230,268,10,2,0.513417119,0.035673993,1,1,0
1261,230,259,10,2,0.513417119,0.035673993,1,1,0
1261,230,276,10,2,0.513417119,0.035673993,1,1,0
1261,241,278,10,2,0.931399893,0.700940123,1,1,1
1261,241,230,10,2,0.035673993,0.035673993,0,0,0
1261,241,187,10,7.521580696,0.081040023,0.035673993,0,0,0
1261,241,275,0.254802555,0.050960511,1,1,1,1,1
1261,241,248,10,2,0.982321812,0.914679478,1,1,1
1261,241,257,10,5.437799454,0.131272173,0.035673993,0,0,0
1261,241,259,10,6.289618015,0.139582624,0.035673993,0,0,0
1261,241,261,10,5.843221188,0.141464618,0.035673993,0,0,0
1261,248,278,10,2,0.513417119,0.035673993,1,1,0
1261,248,241,10,2,0.982321812,0.914679478,1,1,1
1261,248,268,10,2,0.513417119,0.035673993,1,1,0
1261,248,259,10,2,0.513417119,0.035673993,1,1,0
1261,248,276,10,2,0.513417119,0.035673993,1,1,0
1261,257,278,10,2,0.513417119,0.035673993,1,1,0
1261,257,241,10,5.437799454,0.131272173,0.035673993,0,0,0
1261,257,268,10,4.27418375,0.185417769,0.035673993,0,0,0
1261,257,259,10,3.69472599,0.206035362,0.035673993,0,0,0
1261,257,276,10,3.147387505,0.285314617,0.035673993,0,0,0
1261,259,278,10,2,0.513417119,0.035673993,1,1,0
1261,259,230,10,2,0.513417119,0.035673993,1,1,0
1261,259,241,10,6.289618015,0.139582624,0.035673993,0,0,0
1261,259,187,10,5.745171547,0.130811987,0.035673993,0,0,0
1261,259,275,10,5.4015975,0.161971007,0.035673993,0,0,0
1261,259,248,10,2,0.513417119,0.035673993,1,1,0
1261,259,257,10,3.69472599,0.206035362,0.035673993,0,0,0
1261,259,268,10,4.47781086,0.266965428,0.035673993,0,0,0
1261,259,269,1.091371298,0.603484511,0.904205474,0.798326777,1,1,1
1261,259,276,10,3.751121044,0.275879283,0.035673993,0,0,0
1261,259,261,10,2,0.513417119,0.035673993,1,1,0
1261,261,278,10,2,0.513417119,0.035673993,1,1,0
1261,261,241,10,5.843221188,0.141464618,0.035673993,0,0,0
1261,261,268,10,3.483883858,0.407814375,0.035673993,1,0,0
1261,261,259,10,2,0.513417119,0.035673993,1,1,0
1261,261,276,10,3.327689409,0.303197588,0.035673993,1,0,0
1261,268,278,10,2,0.513417119,0.035673993,1,1,0
1261,268,230,10,2,0.513417119,0.035673993,1,1,0
1261,268,187,10,7.56601429,0.07766907,0.035673993,0,0,0
1261,268,248,10,2,0.513417119,0.035673993,1,1,0
1261,268,257,10,4.27418375,0.185417769,0.035673993,0,0,0
1261,268,269,10,4.305763721,0.309105836,0.035673993,1,0,0
1261,268,259,10,4.47781086,0.266965428,0.035673993,0,0,0
1261,268,276,10,2.68291235,0.363372617,0.035673993,1,0,0
1261,268,277,10,6.979654312,0.095153361,0.035673993,0,0,0
1261,268,261,10,3.483883858,0.407814375,0.035673993,1,0,0
1261,269,278,10,2,0.513417119,0.035673993,1,1,0
1261,269,268,10,4.305763721,0.309105836,0.035673993,1,0,0
1261,269,259,1.091371298,0.603484511,0.904205474,0.798326777,1,1,1
1261,269,276,10,2.177154064,0.430640753,0.035673993,1,0,0
1261,275,278,10,2,0.919209734,0.656255683,1,1,1
1261,275,241,0.254802555,0.050960511,1,1,1,1,1
1261,275,259,10,5.4015975,0.161971007,0.035673993,0,0,0
1261,276,230,10,2,0.513417119,0.035673993,1,1,0
1261,276,187,10,4.402661324,0.196223287,0.035673993,0,0,0
1261,276,248,10,2,0.513417119,0.035673993,1,1,0
1261,276,257,10,3.147387505,0.285314617,0.035673993,0,0,0
1261,276,268,10,2.68291235,0.363372617,0.035673993,1,0,0
1261,276,269,10,2.177154064,0.430640753,0.035673993,1,0,0
1261,276,259,10,3.751121044,0.275879283,0.035673993,0,0,0
1261,276,277,10,2,0.513417119,0.035673993,1,1,0
1261,276,261,10,3.327689409,0.303197588,0.035673993,1,0,0
1261,277,268,10,6.979654312,0.095153361,0.035673993,0,0,0
1261,277,276,10,2,0.513417119,0.035673993,1,1,0
1261,278,230,10,2,0.513417119,0.035673993,1,1,0
1261,278,241,10,2,0.931399893,0.700940123,1,1,1
1261,278,187,10,2,0.513417119,0.035673993,1,1,0
1261,278,275,10,2,0.919209734,0.656255683,1,1,1
1261,278,248,10,2,0.513417119,0.035673993,1,1,0
1261,278,257,10,2,0.513417119,0.035673993,1,1,0
1261,278,268,10,2,0.513417119,0.035673993,1,1,0
1261,278,269,10,2,0.513417119,0.035673993,1,1,0
1261,278,259,10,2,0.513417119,0.035673993,1,1,0
1261,278,261,10,2,0.513417119,0.035673993,1,1,0
1262,158,278,10,2,0.035673993,0.035673993,0,0,0
1262,158,248,10,2,0.513417119,0.035673993,1,1,0
1262,158,268,10,7.229940414,0.085916171,0.035673993,0,0,0
1262,158,276,10,2.191082716,0.405648922,0.035673993,1,0,0
1262,187,278,10,2,0.035673993,0.035673993,0,0,0
1262,187,241,10,7.538436413,0.079967755,0.035673993,0,0,0
1262,187,248,10,2,0.513417119,0.035673993,1,1,0
1262,187,268,10,7.665894508,0.073780345,0.035673993,0,0,0
1262,187,276,10,4.885506153,0.130449504,0.035673993,0,0,0
1262,230,278,10,2,0.513417119,0.035673993,1,1,0
1262,230,248,10,2,0.513417119,0.035673993,1,1,0
1262,230,268,10,2,0.513417119,0.035673993,1,1,0
1262,230,276,10,2,0.513417119,0.035673993,1,1,0
1262,241,187,10,7.538436413,0.079967755,0.035673993,0,0,0
1262,241,278,10,2,0.931399893,0.700940123,1,1,1
1262,241,248,0.267544717,0.053508941,0.513417119,0.035673993,1,1,0
1262,241,275,0.156020164,0.031204034,1,1,1,1,1
1262,241,257,10,6.091447353,0.113472709,0.035673993,0,0,0
1262,241,259,10,5.907295704,0.113673935,0.035673993,0,0,0
1262,241,261,10,5.867116928,0.035673993,0.035673993,0,0,0
1262,248,187,10,2,0.513417119,0.035673993,1,1,0
1262,248,278,10,2,0.035673993,0.035673993,0,0,0
1262,248,230,10,2,0.513417119,0.035673993,1,1,0
1262,248,241,0.267544717,0.053508941,0.513417119,0.035673993,1,1,0
1262,248,275,10,2,0.513417119,0.035673993,1,1,0
1262,248,257,10,2,0.513417119,0.035673993,1,1,0
1262,248,259,10,2,0.513417119,0.035673993,1,1,0
1262,248,261,10,2,0.513417119,0.035673993,1,1,0
1262,248,269,10,2,0.513417119,0.035673993,1,1,0
1262,248,268,10,2,0.513417119,0.035673993,1,1,0
1262,248,276,10,2,0.035673993,0.035673993,0,0,0
1262,248,158,10,2,0.513417119,0.035673993,1,1,0
1262,257,278,10,2,0.513417119,0.035673993,1,1,0
1262,257,241,10,6.091447353,0.113472709,0.035673993,0,0,0
1262,257,248,10,2,0.513417119,0.035673993,1,1,0
1262,257,268,10,5.055431366,0.152108471,0.035673993,0,0,0
1262,257,276,10,3.762488365,0.228639701,0.035673993,0,0,0
1262,259,278,10,2,0.513417119,0.035673993,1,1,0
1262,259,241,10,5.907295704,0.113673935,0.035673993,0,0,0
1262,259,248,10,2,0.513417119,0.035673993,1,1,0
1262,259,268,10,3.96190834,0.217543983,0.035673993,0,0,0
1262,259,276,10,3.863375664,0.222891144,0.035673993,0,0,0
1262,261,278,10,2,0.513417119,0.035673993,1,1,0
1262,261,241,10,5.867116928,0.035673993,0.035673993,0,0,0
1262,261,248,10,2,0.513417119,0.035673993,1,1,0
1262,261,268,10,3.404103279,0.407814375,0.035673993,1,0,0
1262,261,276,10,3.580111742,0.273833789,0.035673993,0,0,0
1262,268,187,10,7.665894508,0.073780345,0.035673993,0,0,0
1262,268,278,10,2,0.513417119,0.035673993,1,1,0
1262,268,230,10,2,0.513417119,0.035673993,1,1,0
1262,268,248,10,2,0.513417119,0.035673993,1,1,0
1262,268,257,10,5.055431366,0.152108471,0.035673993,0,0,0
1262,268,259,10,3.96190834,0.217543983,0.035673993,0,0,0
1262,268,261,10,3.404103279,0.407814375,0.035673993,1,0,0
1262,268,269,10,4.259048939,0.309105836,0.035673993,1,0,0
1262,268,276,10,3.036979437,0.312347556,0.035673993,1,0,0
1262,268,277,10,7.056796074,0.093100218,0.035673993,0,0,0
1262,268,158,10,7.229940414,0.085916171,0.035673993,0,0,0
1262,269,278,10,2,0.513417119,0.035673993,1,1,0
1262,269,248,10,2,0.513417119,0.035673993,1,1,0
1262,269,268,10,4.259048939,0.309105836,0.035673993,1,0,0
1262,269,276,10,2.527443171,0.372686761,0.035673993,1,0,0
1262,275,278,10,2,0.919209734,0.656255683,1,1,1
1262,275,241,0.156020164,0.031204034,1,1,1,1,1
1262,275,248,10,2,0.513417119,0.035673993,1,1,0
1262,276,187,10,4.885506153,0.130449504,0.035673993,0,0,0
1262,276,230,10,2,0.513417119,0.035673993,1,1,0
1262,276,248,10,2,0.035673993,0.035673993,0,0,0
1262,276,257,10,3.762488365,0.228639701,0.035673993,0,0,0
1262,276,259,10,3.863375664,0.222891144,0.035673993,0,0,0
1262,276,261,10,3.580111742,0.273833789,0.035673993,0,0,0
1262,276,269,10,2.527443171,0.372686761,0.035673993,1,0,0
1262,276,268,10,3.036979437,0.312347556,0.035673993,1,0,0
1262,276,277,10,2,0.513417119,0.035673993,1,1,0
1262,276,158,10,2.191082716,0.405648922,0.035673993,1,0,0
1262,277,268,10,7.056796074,0.093100218,0.035673993,0,0,0
1262,277,276,10,2,0.513417119,0.035673993,1,1,0
1262,278,187,10,2,0.035673993,0.035673993,0,0,0
1262,278,230,10,2,0.513417119,0.035673993,1,1,0
1262,278,241,10,2,0.931399893,0.700940123,1,1,1
1262,278,248,10,2,0.035673993,0.035673993,0,0,0
1262,278,275,10,2,0.919209734,0.656255683,1,1,1
1262,278,257,10,2,0.513417119,0.035673993,1,1,0
1262,278,259,10,2,0.513417119,0.035673993,1,1,0
1262,278,261,10,2,0.513417119,0.035673993,1,1,0
1262,278,269,10,2,0.513417119,0.035673993,1,1,0
1262,278,268,10,2,0.513417119,0.035673993,1,1,0
1262,278,158,10,2,0.035673993,0.035673993,0,0,0
1263,158,230,10,2,0.513417119,0.035673993,1,1,0
1263,158,259,10,7.219224453,0.086425748,0.035673993,0,0,0
1263,158,268,10,7.363149643,0.082687954,0.035673993,0,0,0
1263,158,276,10,2.706801653,0.32696319,0.035673993,1,0,0
1263,230,278,10,2,0.035673993,0.035673993,0,0,0
1263,230,237,10,2,0.513417119,0.035673993,1,1,0
1263,230,244,10,2,0.035673993,0.035673993,0,0,0
1263,230,248,10,2,0.513417119,0.035673993,1,1,0
1263,230,257,10,2,0.513417119,0.035673993,1,1,0
1263,230,261,10,2,0.513417119,0.035673993,1,1,0
1263,230,269,10,2,0.513417119,0.035673993,1,1,0
1263,230,259,10,2,0.035673993,0.035673993,0,0,0
1263,230,268,10,2,0.513417119,0.035673993,1,1,0
1263,230,276,10,2,0.513417119,0.035673993,1,1,0
1263,230,158,10,2,0.513417119,0.035673993,1,1,0
1263,237,230,10,2,0.513417119,0.035673993,1,1,0
1263,237,259,10,6.644598007,0.513417119,0.035673993,1,1,0
1263,237,268,10,7.421527863,0.513417119,0.035673993,1,1,0
1263,237,276,10,5.06221199,0.513417119,0.035673993,1,1,0
1263,241,278,10,2,0.931399893,0.700940123,1,1,1
1263,241,244,0.973230302,0.382566065,0.323994151,0.035673993,1,0,0
1263,241,248,10,2,0.513417119,0.035673993,1,1,0
1263,241,257,10,6.528578758,0.104834566,0.035673993,0,0,0
1263,241,259,10,6.523263454,0.108828731,0.035673993,0,0,0
1263,244,230,10,2,0.035673993,0.035673993,0,0,0
1263,244,241,0.973230302,0.382566065,0.323994151,0.035673993,1,0,0
1263,244,259,10,6.610888481,0.12423188,0.035673993,0,0,0
1263,248,230,10,2,0.513417119,0.035673993,1,1,0
1263,248,241,10,2,0.513417119,0.035673993,1,1,0
1263,248,259,10,2,0.513417119,0.035673993,1,1,0
1263,248,268,10,2,0.513417119,0.035673993,1,1,0
1263,257,230,10,2,0.513417119,0.035673993,1,1,0
1263,257,241,10,6.528578758,0.104834566,0.035673993,0,0,0
1263,257,259,10,4.739122391,0.186173152,0.035673993,0,0,0
1263,257,268,10,5.649484158,0.134519646,0.035673993,0,0,0
1263,257,276,10,4.426823616,0.182496948,0.035673993,0,0,0
1263,259,230,10,2,0.035673993,0.035673993,0,0,0
1263,259,278,10,2,0.513417119,0.035673993,1,1,0
1263,259,237,10,6.644598007,0.513417119,0.035673993,1,1,0
1263,259,241,10,6.523263454,0.108828731,0.035673993,0,0,0
1263,259,244,10,6.610888481,0.12423188,0.035673993,0,0,0
1263,259,248,10,2,0.513417119,0.035673993,1,1,0
1263,259,257,10,4.739122391,0.186173152,0.035673993,0,0,0
1263,259,261,10,2,0.513417119,0.035673993,1,1,0
1263,259,269,0.941290259,0.503917813,0.904205474,0.798326777,1,1,1
1263,259,268,10,4.576062679,0.236994523,0.035673993,0,0,0
1263,259,276,10,4.503215313,0.189397155,0.035673993,0,0,0
1263,259,158,10,7.219224453,0.086425748,0.035673993,0,0,0
1263,261,230,10,2,0.513417119,0.035673993,1,1,0
1263,261,259,10,2,0.513417119,0.035673993,1,1,0
1263,261,268,10,3.319502592,0.407814375,0.035673993,1,0,0
1263,261,276,10,3.885701895,0.244616546,0.035673993,0,0,0
1263,268,230,10,2,0.513417119,0.035673993,1,1,0
1263,268,278,10,2,0.513417119,0.035673993,1,1,0
1263,268,237,10,7.421527863,0.513417119,0.035673993,1,1,0
1263,268,248,10,2,0.513417119,0.035673993,1,1,0
1263,268,257,10,5.649484158,0.134519646,0.035673993,0,0,0
1263,268,261,10,3.319502592,0.407814375,0.035673993,1,0,0
1263,268,269,10,4.178725243,0.309105836,0.035673993,1,0,0
1263,268,259,10,4.576062679,0.236994523,0.035673993,0,0,0
1263,268,276,10,3.490916252,0.260372265,0.035673993,0,0,0
1263,268,277,10,7.122236252,0.091426272,0.035673993,0,0,0
1263,268,158,10,7.363149643,0.082687954,0.035673993,0,0,0
1263,269,230,10,2,0.513417119,0.035673993,1,1,0
1263,269,259,0.941290259,0.503917813,0.904205474,0.798326777,1,1,1
1263,269,268,10,4.178725243,0.309105836,0.035673993,1,0,0
1263,269,276,10,2.961050987,0.315516511,0.035673993,1,0,0
1263,276,230,10,2,0.513417119,0.035673993,1,1,0
1263,276,237,10,5.06221199,0.513417119,0.035673993,1,1,0
1263,276,257,10,4.426823616,0.182496948,0.035673993,0,0,0
1263,276,261,10,3.885701895,0.244616546,0.035673993,0,0,0
1263,276,269,10,2.961050987,0.315516511,0.035673993,1,0,0
1263,276,259,10,4.503215313,0.189397155,0.035673993,0,0,0
1263,276,268,10,3.490916252,0.260372265,0.035673993,0,0,0
1263,276,277,10,2,0.488230261,0.035673993,1,0,0
1263,276,158,10,2.706801653,0.32696319,0.035673993,1,0,0
1263,277,268,10,7.122236252,0.091426272,0.035673993,0,0,0
1263,277,276,10,2,0.488230261,0.035673993,1,0,0
1263,278,230,10,2,0.035673993,0.035673993,0,0,0
1263,278,241,10,2,0.931399893,0.700940123,1,1,1
1263,278,259,10,2,0.513417119,0.035673993,1,1,0
1263,278,268,10,2,0.513417119,0.035673993,1,1,0
1264,158,248,10,2,0.035673993,0.035673993,0,0,0
1264,158,259,10,7.345408916,0.080664001,0.035673993,0,0,0
1264,158,268,10,7.478044033,0.080061308,0.035673993,0,0,0
1264,158,276,10,3.353723049,0.252534193,0.035673993,0,0,0
1264,187,275,10,6.80219698,0.035673993,0.035673993,0,0,0
1264,187,241,10,7.578395367,0.035673993,0.035673993,0,0,0
1264,187,248,10,2,0.035673993,0.035673993,0,0,0
1264,187,259,10,6.101982594,0.035673993,0.035673993,0,0,0
1264,187,268,10,7.819988728,0.035673993,0.035673993,0,0,0
1264,187,276,10,6.110307217,0.035673993,0.035673993,0,0,0
1264,230,248,10,2,0.035673993,0.035673993,0,0,0
1264,230,268,10,2,0.513417119,0.035673993,1,1,0
1264,230,276,10,2,0.513417119,0.035673993,1,1,0
1264,237,248,10,2,0.513417119,0.035673993,1,1,0
1264,237,259,10,4.416650772,0.513417119,0.035673993,1,1,0
1264,237,268,10,4.631732941,0.513417119,0.035673993,1,1,0
1264,237,276,10,3.996159315,0.513417119,0.035673993,1,1,0
1264,241,275,0,0,1,1,1,1,1
1264,241,244,10,3.381089449,0.250454679,0.035673993,0,0,0
1264,241,187,10,7.578395367,0.035673993,0.035673993,0,0,0
1264,241,248,10,2,0.513417119,0.035673993,1,1,0
1264,241,257,10,6.766115189,0.099562885,0.035673993,0,0,0
1264,241,259,10,6.653939724,0.035673993,0.035673993,0,0,0
1264,244,275,10,2.882765055,0.464267489,0.035673993,1,0,0
1264,244,241,10,3.381089449,0.250454679,0.035673993,0,0,0
1264,244,248,10,2,0.058267944,0.035673993,0,0,0
1264,244,259,10,6.256816387,0.111304765,0.035673993,0,0,0
1264,248,275,10,2,0.513417119,0.035673993,1,1,0
1264,248,244,10,2,0.058267944,0.035673993,0,0,0
1264,248,241,10,2,0.513417119,0.035673993,1,1,0
1264,248,187,10,2,0.035673993,0.035673993,0,0,0
1264,248,230,10,2,0.035673993,0.035673993,0,0,0
1264,248,237,10,2,0.513417119,0.035673993,1,1,0
1264,248,257,10,2,0.513417119,0.035673993,1,1,0
1264,248,259,10,2,0.513417119,0.035673993,1,1,0
1264,248,261,10,2,0.513417119,0.035673993,1,1,0
1264,248,268,10,2,0.513417119,0.035673993,1,1,0
1264,248,269,10,2,0.513417119,0.035673993,1,1,0
1264,248,158,10,2,0.035673993,0.035673993,0,0,0
1264,257,275,10,6.183987141,0.169058417,0.035673993,0,0,0
1264,257,241,10,6.766115189,0.099562885,0.035673993,0,0,0
1264,257,248,10,2,0.513417119,0.035673993,1,1,0
1264,257,259,10,5.043234348,0.16696421,0.035673993,0,0,0
1264,257,268,10,6.018135071,0.12592241,0.035673993,0,0,0
1264,257,276,10,5.103065491,0.146838621,0.035673993,0,0,0
1264,259,275,10,6.114634991,0.161971007,0.035673993,0,0,0
1264,259,244,10,6.256816387,0.111304765,0.035673993,0,0,0
1264,259,241,10,6.653939724,0.035673993,0.035673993,0,0,0
1264,259,187,10,6.101982594,0.035673993,0.035673993,0,0,0
1264,259,237,10,4.416650772,0.513417119,0.035673993,1,1,0
1264,259,248,10,2,0.513417119,0.035673993,1,1,0
1264,259,257,10,5.043234348,0.16696421,0.035673993,0,0,0
1264,259,261,10,2,0.513417119,0.035673993,1,1,0
1264,259,268,10,4.633418083,0.262471288,0.035673993,0,0,0
1264,259,269,0.885765553,0.465141356,0.904205474,0.798326777,1,1,1
1264,259,158,10,7.345408916,0.080664001,0.035673993,0,0,0
1264,259,276,10,4.991727352,0.152805563,0.035673993,0,0,0
1264,261,275,10,5.438601971,0.201988466,0.035673993,0,0,0
1264,261,248,10,2,0.513417119,0.035673993,1,1,0
1264,261,259,10,2,0.513417119,0.035673993,1,1,0
1264,261,268,10,3.23221755,0.407814375,0.035673993,1,0,0
1264,261,276,10,4.224190235,0.218132148,0.035673993,0,0,0
1264,268,187,10,7.819988728,0.035673993,0.035673993,0,0,0
1264,268,230,10,2,0.513417119,0.035673993,1,1,0
1264,268,237,10,4.631732941,0.513417119,0.035673993,1,1,0
1264,268,248,10,2,0.513417119,0.035673993,1,1,0
1264,268,257,10,6.018135071,0.12592241,0.035673993,0,0,0
1264,268,259,10,4.633418083,0.262471288,0.035673993,0,0,0
1264,268,261,10,3.23221755,0.407814375,0.035673993,1,0,0
1264,268,269,10,4.074332714,0.309105836,0.035673993,1,0,0
1264,268,158,10,7.478044033,0.080061308,0.035673993,0,0,0
1264,268,276,10,4.036928654,0.212209141,0.035673993,0,0,0
1264,268,277,10,7.176667213,0.090101392,0.035673993,0,0,0
1264,269,248,10,2,0.513417119,0.035673993,1,1,0
1264,269,259,0.885765553,0.465141356,0.904205474,0.798326777,1,1,1
1264,269,268,10,4.074332714,0.309105836,0.035673993,1,0,0
1264,269,276,10,3.460632801,0.264276796,0.035673993,0,0,0
1264,275,244,10,2.882765055,0.464267489,0.035673993,1,0,0
1264,275,241,0,0,1,1,1,1,1
1264,275,187,10,6.80219698,0.035673993,0.035673993,0,0,0
1264,275,248,10,2,0.513417119,0.035673993,1,1,0
1264,275,257,10,6.183987141,0.169058417,0.035673993,0,0,0
1264,275,259,10,6.114634991,0.161971007,0.035673993,0,0,0
1264,275,261,10,5.438601971,0.201988466,0.035673993,0,0,0
1264,276,187,10,6.110307217,0.035673993,0.035673993,0,0,0
1264,276,230,10,2,0.513417119,0.035673993,1,1,0
1264,276,237,10,3.996159315,0.513417119,0.035673993,1,1,0
1264,276,257,10,5.103065491,0.146838621,0.035673993,0,0,0
1264,276,259,10,4.991727352,0.152805563,0.035673993,0,0,0
1264,276,261,10,4.224190235,0.218132148,0.035673993,0,0,0
1264,276,268,10,4.036928654,0.212209141,0.035673993,0,0,0
1264,276,269,10,3.460632801,0.264276796,0.035673993,0,0,0
1264,276,158,10,3.353723049,0.252534193,0.035673993,0,0,0
1264,276,277,10,2.150904417,0.430187588,0.035673993,1,0,0
1264,277,268,10,7.176667213,0.090101392,0.035673993,0,0,0
1264,277,276,10,2.150904417,0.430187588,0.035673993,1,0,0
1265,158,230,10,2,0.056496758,0.035673993,0,0,0
1265,158,259,10,7.724421978,0.093962538,0.035673993,0,0,0
1265,158,268,10,7.574887753,0.077951298,0.035673993,0,0,0
1265,158,276,10,4.12862587,0.188807768,0.035673993,0,0,0
1265,230,237,10,2,0.187948437,0.035673993,0,0,0
1265,230,257,10,2,0.035673993,0.035673993,0,0,0
1265,230,261,10,2,0.035673993,0.035673993,0,0,0
1265,230,268,10,2,0.035673993,0.035673993,0,0,0
1265,230,269,10,2,0.035673993,0.035673993,0,0,0
1265,230,158,10,2,0.056496758,0.035673993,0,0,0
1265,230,276,10,2,0.513417119,0.035673993,1,1,0
1265,230,277,10,2,0.035673993,0.035673993,0,0,0
